projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10738356,61274,Seth Jarvis,CAR,F,Points,0.5,goblin,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8482093,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.7,7,3,10,0.7,14,6,20,0.7,30,0.74,OVER,0.24,C,F,ELITE,PP_REGULAR,0.9,0.467,0.25,19.02
10738357,61274,Seth Jarvis,CAR,F,Power Play Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,power_play_points,SKATER,TOR,0,8482093,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.06,OVER,-0.44,C,F,ELITE,PP_REGULAR,0.9,0.467,0.25,19.02
10738359,226405,Taylor Hall,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8447463,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,R,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10738360,226405,Taylor Hall,CAR,F,Plus/Minus,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,plus/minus,SKATER,TOR,0,8447463,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,R,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10738361,226405,Taylor Hall,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8447463,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,R,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10738363,226405,Taylor Hall,CAR,F,Power Play Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,power_play_points,SKATER,TOR,0,8447463,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,R,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10738365,218684,William Carrier,CAR,F,Plus/Minus,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,plus/minus,SKATER,TOR,0,8477478,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.4,8,12,20,0.3,30,0.24,OVER,-0.26,L,F,SHUTDOWN,NO_PP,0.246,0.105,0.0,10.98
10738366,58169,William Nylander,TOR,F,Assists,0.5,standard,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8477939,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.5,5,5,10,0.5,10,10,20,0.4667,30,0.4567,UNDER,0.0433,R,F,ELITE,PP_REGULAR,1.212,0.442,0.288,18.95
10738369,58169,William Nylander,TOR,F,Points,0.5,goblin,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8477939,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,1.0,5,0,5,0.8,8,2,10,0.7,14,6,20,0.6,30,0.845,OVER,0.345,R,F,ELITE,PP_REGULAR,1.212,0.442,0.288,18.95
10738370,58169,William Nylander,TOR,F,Power Play Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,power_play_points,SKATER,CAR,1,8477939,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.2,2,8,10,0.15,3,17,20,0.1333,30,0.2658,OVER,-0.2342,R,F,ELITE,PP_REGULAR,1.212,0.442,0.288,18.95
10739635,280841,Jacob Quillan,TOR,F,Goals,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,goals,SKATER,CAR,1,8484901,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,6,6,0.0,0,6,6,0.0,6,0.0,OVER,-0.5,C,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,8.82
10742580,231955,Brandon Carlo,TOR,D,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8478443,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.06,OVER,-0.44,D,D,SHUTDOWN,NO_PP,0.13,0.0,0.0,19.55
10742581,231955,Brandon Carlo,TOR,D,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8478443,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.06,OVER,-0.44,D,D,SHUTDOWN,NO_PP,0.13,0.0,0.0,19.55
10742582,87041,Calle Jarnkrok,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8475714,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0333,30,0.0108,OVER,-0.4892,C,F,SHUTDOWN,NO_PP,0.156,0.133,0.0,11.43
10742583,87041,Calle Jarnkrok,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8475714,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.1,30,0.0325,OVER,-0.4675,C,F,SHUTDOWN,NO_PP,0.156,0.133,0.0,11.43
10742584,267668,Dakota Joshua,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8478057,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.14,OVER,-0.36,C,F,DEPTH,NO_PP,0.283,0.174,0.0,12.2
10742585,267668,Dakota Joshua,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8478057,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.3,6,14,20,0.2333,30,0.2983,OVER,-0.2017,C,F,DEPTH,NO_PP,0.283,0.174,0.0,12.2
10742586,237785,Eric Robinson,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8478384,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,R,F,UNKNOWN,N/A,0.0,0.0,0.0,
10742587,237785,Eric Robinson,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8478384,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,R,F,UNKNOWN,N/A,0.0,0.0,0.0,
10742588,218273,Jaccob Slavin,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476958,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.1304,23,0.0355,OVER,-0.4645,D,D,SHUTDOWN,NO_PP,0.143,0.0,0.0,21.1
10742589,218273,Jaccob Slavin,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476958,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.1304,23,0.0355,OVER,-0.4645,D,D,SHUTDOWN,NO_PP,0.143,0.0,0.0,21.1
10742590,280841,Jacob Quillan,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8484901,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,6,6,0.0,0,6,6,0.0,6,0.0,OVER,-0.5,C,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,8.82
10742591,280841,Jacob Quillan,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8484901,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,6,6,0.0,0,6,6,0.0,6,0.0,OVER,-0.5,C,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,8.82
10742592,141441,Jalen Chatfield,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8478970,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2667,30,0.2142,OVER,-0.2858,D,D,SHUTDOWN,NO_PP,0.246,0.016,0.0,20.2
10742593,141441,Jalen Chatfield,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8478970,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2667,30,0.2142,OVER,-0.2858,D,D,SHUTDOWN,NO_PP,0.246,0.016,0.0,20.2
10742594,64225,Jordan Martinook,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476921,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.3,6,14,20,0.2,30,0.25,OVER,-0.25,L,F,DEPTH,NO_PP,0.354,0.154,0.0,14.75
10742595,64225,Jordan Martinook,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476921,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.4,8,12,20,0.3333,30,0.3933,OVER,-0.1067,L,F,DEPTH,NO_PP,0.354,0.154,0.0,14.75
10742596,218298,Jordan Staal,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8473533,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.2108,OVER,-0.2892,C,F,DEPTH,NO_PP,0.446,0.246,0.046,16.05
10742597,218298,Jordan Staal,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8473533,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.6,6,4,10,0.55,11,9,20,0.4667,30,0.4992,OVER,-0.0008,C,F,DEPTH,NO_PP,0.446,0.246,0.046,16.05
10742598,268027,Mark Jankowski,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476873,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.1667,30,0.1967,OVER,-0.3033,L,F,DEPTH,NO_PP,0.291,0.127,0.018,11.02
10742599,268027,Mark Jankowski,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476873,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.3,6,14,20,0.2667,30,0.2567,OVER,-0.2433,L,F,DEPTH,NO_PP,0.291,0.127,0.018,11.02
10742600,268890,Mike Reilly,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476422,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.1,2,18,20,0.2,30,0.265,OVER,-0.235,D,D,DEPTH,NO_PP,0.257,0.029,0.0,15.3
10742601,268890,Mike Reilly,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476422,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.1,2,18,20,0.2333,30,0.2683,OVER,-0.2317,D,D,DEPTH,NO_PP,0.257,0.029,0.0,15.3
10742602,87689,Nicholas Robertson,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8481582,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.2,30,0.07,OVER,-0.43,L,F,DEPTH,PP_OCC,0.446,0.2,0.062,12.53
10742603,87689,Nicholas Robertson,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8481582,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.3,6,14,20,0.4,30,0.27,OVER,-0.23,L,F,DEPTH,PP_OCC,0.446,0.2,0.062,12.53
10742604,222518,Philippe Myers,TOR,D,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8479026,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.0667,30,0.0217,OVER,-0.4783,D,D,SHUTDOWN,NO_PP,0.059,0.0,0.0,14.15
10742605,222518,Philippe Myers,TOR,D,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8479026,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.0667,30,0.0217,OVER,-0.4783,D,D,SHUTDOWN,NO_PP,0.059,0.0,0.0,14.15
10742606,231718,Sean Walker,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8480336,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.4,4,6,10,0.35,7,13,20,0.2333,30,0.5358,OVER,0.0358,D,D,DEPTH,NO_PP,0.338,0.103,0.015,21.97
10742607,231718,Sean Walker,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8480336,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,1.0,5,0,5,0.5,5,5,10,0.4,8,12,20,0.2667,30,0.6617,OVER,0.1617,D,D,DEPTH,NO_PP,0.338,0.103,0.015,21.97
10742608,222986,Steven Lorentz,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8478904,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.1333,30,0.0358,OVER,-0.4642,C,F,DEPTH,NO_PP,0.254,0.085,0.0,11.67
10742609,222986,Steven Lorentz,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8478904,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.1667,30,0.0392,OVER,-0.4608,C,F,DEPTH,NO_PP,0.254,0.085,0.0,11.67
10742610,281305,Troy Stecher,TOR,D,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8479442,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.15,3,17,20,0.1333,30,0.1508,OVER,-0.3492,D,D,DEPTH,NO_PP,0.277,0.064,0.0,19.85
10742611,281305,Troy Stecher,TOR,D,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8479442,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2,30,0.2,OVER,-0.3,D,D,DEPTH,NO_PP,0.277,0.064,0.0,19.85
10742612,218684,William Carrier,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8477478,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.1,2,18,20,0.1,30,0.175,OVER,-0.325,L,F,SHUTDOWN,NO_PP,0.246,0.105,0.0,10.98
10742613,218684,William Carrier,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8477478,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.2108,OVER,-0.2892,L,F,SHUTDOWN,NO_PP,0.246,0.105,0.0,10.98
10744760,141441,Jalen Chatfield,CAR,D,Shots On Goal,0.5,goblin,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,shots_on_goal,SKATER,TOR,0,8478970,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.8,8,2,10,0.7,14,6,20,0.7667,30,0.7817,OVER,0.2817,D,D,SHUTDOWN,NO_PP,0.246,0.016,0.0,20.2
10744796,268890,Mike Reilly,CAR,D,Shots On Goal,0.5,goblin,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,shots_on_goal,SKATER,TOR,0,8476422,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.8,8,2,10,0.75,15,5,20,0.7667,30,0.7892,OVER,0.2892,D,D,DEPTH,NO_PP,0.257,0.029,0.0,15.3
10746803,218277,Morgan Rielly,TOR,D,Shots On Goal,0.5,goblin,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CAR,1,8476853,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,1.0,5,0,5,0.9,9,1,10,0.95,19,1,20,0.9,30,0.9475,OVER,0.4475,D,D,DEPTH,PP_OCC,0.5,0.136,0.091,21.3
10730059,218565,Alex Ovechkin,WSH,F,Shots On Goal,5.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8471214,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.1,2,18,20,0.0667,30,0.1367,OVER,-0.3633,L,F,SECONDARY,PP_REGULAR,0.754,0.362,0.232,17.58
10730085,218073,Jack Hughes,NJ,F,Shots On Goal,5.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,D,D,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10730096,219643,Jakob Chychrun,WSH,D,Shots On Goal,5.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479345,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.2,4,16,20,0.1667,30,0.2317,OVER,-0.2683,D,D,SECONDARY,PP_REGULAR,0.761,0.343,0.209,23.65
10730124,125414,Timo Meier,NJ,F,Shots On Goal,5.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8478414,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.4,4,6,10,0.25,5,15,20,0.3,30,0.4475,OVER,-0.0525,R,F,DEPTH,PP_OCC,0.54,0.302,0.159,18.55
10730058,218565,Alex Ovechkin,WSH,F,Shots On Goal,4.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8471214,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.15,3,17,20,0.1333,30,0.1508,OVER,-0.3492,L,F,SECONDARY,PP_REGULAR,0.754,0.362,0.232,17.58
10730083,218073,Jack Hughes,NJ,F,Shots On Goal,4.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,D,D,SHUTDOWN,NO_PP,0.0,0.0,0.0,
